Time (UTC),Latitude,Longitude,Depth (Sonar),Temperature (°C),pH,Depth (m),Conductivity (uS/cm),Dissolved Oxygen Saturation,Dissolved Oxygen Concentration (mg/L),Chlorophyll (ug/L),CDOM (ppb),Turbidity (NTU),Salinity (PSU)
1751024118.6833687,33.4304263,-111.92886,1.3220999713897705,30.59,8.61,-0.08,11.2,112.8,8.16,-78.10,0.23,46.07,0.0032588049216570824
1751024119.66247,33.4304263,-111.92886,1.3420999523162842,30.60,8.61,-0.08,19.6,112.8,8.15,-78.22,0.18,46.36,0.006688914041154551
1751024120.6732578,33.4304265,-111.9288603,1.352099942779541,30.60,8.62,-0.08,19.0,112.8,8.15,-78.28,0.20,47.07,0.006438902258926946
1751024121.671606,33.4304268,-111.9288609,1.3170999761581421,30.61,8.62,-0.08,17.7,112.9,8.16,-78.43,0.25,48.11,0.005897764506065918
1751024122.6716068,33.4304272,-111.9288617,1.3170999761581421,30.62,8.61,-0.08,3.6,112.9,8.16,-78.60,0.14,48.87,0.0004566496273170685
1751024123.6857438,33.4304274,-111.9288626,1.3480999942779541,30.63,8.62,-0.08,3.2,112.9,8.16,-78.70,0.23,49.11,0.00033156269548974737
1751024124.671204,33.4304282,-111.9288611,1.3290999408721924,30.63,8.62,-0.08,3.3,113.1,8.17,-78.67,0.14,49.11,0.0003623404772706493
1751024125.671356,33.4304295,-111.9288578,1.3791000123977661,30.62,8.61,-0.08,4.4,113.1,8.17,-78.84,0.16,48.70,0.0007183371801431607
1751024126.6715212,33.4304309,-111.9288545,1.4811000104904175,30.62,8.60,-0.08,22.8,113.1,8.17,-78.89,0.15,47.90,0.00802672988059913
1751024127.6721387,33.4304327,-111.9288528,1.6171000476837158,30.64,8.60,-0.08,138.2,113.3,8.18,-79.38,0.25,47.03,0.05756843718776257
1751024128.6948504,33.4304342,-111.9288517,1.7591000076293946,30.63,8.60,-0.08,142.6,113.3,8.19,-79.43,0.26,46.47,0.059466129481863056
1751024129.6841857,33.4304348,-111.9288513,1.8480999942779541,30.57,8.61,-0.08,124.6,113.3,8.19,-79.49,0.20,46.47,0.05180776592720589
1751024130.6812303,33.4304352,-111.9288514,1.8801000591278076,30.55,8.61,-0.08,15.7,113.4,8.21,-79.52,0.13,46.49,0.00508116561754473
1751024131.685388,33.4304357,-111.9288514,1.92310004196167,30.56,8.61,-0.08,11.1,113.4,8.21,-79.32,0.23,47.07,0.003221788384661829
1751024132.6803722,33.4304359,-111.9288515,1.9351000066757202,30.55,8.62,-0.09,16.3,113.4,8.21,-79.57,0.09,47.97,0.005327831482842476
1751024133.6811628,33.4304365,-111.9288514,1.9290999647140503,30.55,8.62,-0.08,10.4,113.6,8.22,-79.38,0.19,48.80,0.0029464595409218045
1751024134.691737,33.4304377,-111.9288508,2.0021000381469727,30.54,8.62,-0.08,185.7,113.6,8.22,-79.61,0.23,49.17,0.078084364541905
1751024135.7435138,33.430439,-111.9288503,2.118099975204468,30.56,8.62,-0.08,180.9,113.6,8.22,-79.73,0.20,49.17,0.07599205836620465
1751024137.6800623,33.43044,-111.9288508,2.2460999961853028,30.62,8.62,-0.08,79.9,113.7,8.22,-79.66,0.23,48.14,0.03255098992352162
1751024138.6817093,33.4304401,-111.9288515,2.2621000286102295,30.64,8.63,-0.08,97.5,113.7,8.22,-79.66,0.25,47.24,0.040105844278965935
1751024139.7433941,33.4304403,-111.9288523,2.2771000143051148,30.65,8.61,-0.09,90.2,113.9,8.23,-79.62,0.19,46.63,0.036961158430205754
1751024140.681231,33.4304441,-111.9288525,2.29810004196167,30.62,8.61,-0.08,22.4,113.9,8.24,-79.51,0.17,46.54,0.007858447237991052
1751024141.7488527,33.4304523,-111.9288544,2.3741000171661377,30.58,8.74,-0.08,3.6,113.9,8.24,-79.59,0.27,46.54,0.00045761183711518063
1751024142.6903872,33.4304601,-111.9288565,2.4410999294281006,30.78,8.72,-0.08,8.5,114.0,8.22,-79.71,0.18,46.96,0.002194726030004621
1751024143.6906962,33.4304686,-111.928858,2.5091000076293946,30.87,8.60,-0.08,16.4,114.0,8.21,-79.61,0.20,47.83,0.005327430932382249
1751024144.696321,33.4304769,-111.9288592,2.546099948501587,30.91,8.60,-0.08,23.7,114.0,8.20,-79.54,0.12,48.70,0.008350710437561427
1751024145.697492,33.4304837,-111.9288605,2.539099979019165,30.90,8.59,-0.08,22.1,114.1,8.21,-79.47,0.18,49.19,0.007682714304758963
1751024146.6901157,33.4304887,-111.9288616,2.5211000915527344,30.89,8.60,-0.08,15.7,114.1,8.21,-79.46,0.22,49.19,0.005038984453925574
1751024147.690219,33.4304922,-111.9288622,2.487099933242798,30.88,8.60,-0.08,8.4,114.1,8.21,-79.39,0.09,48.96,0.0021504392579299036
1751024148.7425501,33.4304951,-111.9288628,2.4370999809265137,30.87,8.61,-0.09,3.8,114.1,8.22,-79.32,0.30,47.33,0.0005143243231776416
1751024149.689301,33.4304974,-111.9288631,2.4001000400543213,30.86,8.61,-0.08,2.4,114.1,8.22,-79.22,0.26,47.33,9.473492409901274e-05
1751024150.6908848,33.4304994,-111.9288634,2.3810999866485596,30.86,8.62,-0.08,42.9,114.1,8.22,-79.24,0.19,46.77,0.016525004210076136
1751024151.6902907,33.4305014,-111.9288638,2.3731000896453858,30.84,8.62,-0.08,44.7,114.2,8.22,-79.24,0.18,46.71,0.017303307241393413
1751024152.7433612,33.4305031,-111.9288643,2.3790998931884766,30.83,8.62,-0.08,47.5,114.2,8.22,-79.30,0.16,46.71,0.018507790038489635
1751024153.7463522,33.4305045,-111.9288649,2.3980999465942383,30.85,8.62,-0.08,8.1,114.2,8.22,-79.20,0.18,48.13,0.002038918962613478
1751024154.7432592,33.4305059,-111.9288655,2.425099897003174,30.85,8.62,-0.08,6.5,114.2,8.22,-79.28,0.20,48.99,0.0014461990983656973
1751024155.743162,33.4305073,-111.9288662,2.4461000438690186,30.84,8.62,-0.08,44.0,114.2,8.22,-79.32,0.23,48.99,0.01700328546180079
1751024156.7431808,33.4305084,-111.9288673,2.4631000038146973,30.78,8.62,-0.08,64.7,114.2,8.23,-79.28,0.16,49.40,0.025918563101398423
1751024157.7442145,33.4305095,-111.9288684,2.482100057220459,30.78,8.62,-0.08,68.1,114.2,8.23,-79.32,0.23,49.12,0.027379620377014947
1751024158.744127,33.4305107,-111.9288695,2.4960999961853028,30.80,8.63,-0.08,28.7,114.2,8.23,-79.30,0.22,48.40,0.010483435943585553
1751024159.7427154,33.4305119,-111.9288704,2.5151000495910645,30.81,8.63,-0.08,6.6,114.2,8.23,-79.35,0.12,47.55,0.0014844862013528698
1751024160.7454433,33.4305123,-111.9288697,2.5290999885559082,30.81,8.63,-0.08,93.8,114.2,8.23,-79.39,0.14,46.98,0.03838708342427112
1751024161.7444658,33.4305115,-111.9288683,2.5290999885559082,30.79,8.63,-0.08,221.6,114.2,8.23,-79.48,0.21,46.85,0.09308243901661345
1751024162.7427742,33.4305114,-111.9288681,2.5311000820159912,30.81,8.62,-0.08,325.0,114.2,8.22,-79.41,0.26,46.85,0.13754270170591135
1751024163.7531157,33.4305114,-111.9288639,2.539099979019165,30.74,8.63,-0.08,236.8,114.3,8.24,-79.26,0.13,47.22,0.09969756593574848
1751024164.7427225,33.4305125,-111.9288564,2.551100062942505,30.76,8.63,-0.08,109.0,114.3,8.24,-78.36,0.17,48.02,0.04493867993980853
1751024165.7430463,33.4305142,-111.928849,2.5620999809265137,30.84,8.62,-0.08,6.1,114.3,8.23,-79.47,0.13,48.92,0.0013022422924841917
1751024166.7433908,33.4305162,-111.9288433,2.5651000019073487,30.86,8.61,-0.08,4.7,114.4,8.24,-79.52,0.24,49.51,0.000811981431183111
1751024167.7432024,33.4305175,-111.9288394,2.5850999828338623,30.81,8.61,-0.08,85.8,114.4,8.24,-79.47,0.13,49.51,0.03495839679431509
1751024168.747986,33.4305184,-111.9288369,2.605099963760376,30.79,8.61,-0.08,87.1,114.4,8.24,-79.42,0.14,49.43,0.0355297953176638
1751024169.7506034,33.4305192,-111.928835,2.599099921798706,30.73,8.62,-0.08,88.0,114.4,8.25,-79.40,0.18,48.76,0.035958401796330704
1751024170.743059,33.43052,-111.9288335,2.602099942779541,30.74,8.66,-0.08,5.9,114.4,8.25,-79.42,0.14,47.84,0.0012349443499099022
1751024171.7426128,33.4305206,-111.9288321,2.618099975204468,30.75,8.63,-0.08,4.4,114.4,8.25,-79.49,0.26,47.14,0.0007143872093152617
1751024172.7454102,33.4305194,-111.9288319,2.608099984741211,30.74,8.63,-0.08,54.6,114.5,8.26,-79.56,0.08,46.89,0.02159521658497089
1751024173.7502468,33.4305173,-111.9288333,2.5901000972747803,30.78,8.63,-0.08,566.1,114.5,8.24,-79.51,0.22,46.89,0.24305875180140235
1751024175.7463984,33.4305166,-111.9288343,2.5931001182556153,30.78,8.63,-0.08,728.8,114.5,8.24,-79.35,0.17,47.90,0.31539290494143335
1751024176.7448063,33.4305167,-111.9288343,2.5820999618530274,30.79,8.63,-0.08,220.1,114.5,8.25,-79.43,0.20,48.85,0.09243944326331864
1751024177.743138,33.4305169,-111.9288353,2.5690999504089356,30.80,8.63,-0.08,65.2,114.5,8.26,-79.54,0.25,49.50,0.026122879088067617
1751024178.744298,33.4305179,-111.9288372,2.5690999504089356,30.79,8.64,-0.08,417.4,114.6,8.25,-79.53,0.30,49.50,0.17772797947535823
1751024179.7486837,33.4305185,-111.9288382,2.5860999103546143,30.78,8.63,-0.08,662.4,114.6,8.25,-79.53,0.16,49.50,0.2857679103004023
1751024180.7441964,33.4305186,-111.9288389,2.592099952316284,30.76,8.63,-0.08,680.7,114.6,8.25,-79.55,0.26,48.87,0.29403283925424956
1751024181.7481525,33.4305184,-111.9288395,2.5881000038146973,30.73,8.64,-0.08,270.4,114.7,8.27,-79.57,0.21,47.99,0.11417261364202834
1751024182.743959,33.4305187,-111.9288402,2.5781000133514405,30.71,8.64,-0.08,109.1,114.7,8.28,-79.59,0.24,47.32,0.045025493161343494
1751024183.7426488,33.4305196,-111.9288403,2.5811000343322754,30.73,8.65,-0.08,149.8,114.7,8.27,-79.57,0.12,47.09,0.06243226080258126
1751024184.743421,33.4305208,-111.9288407,2.600100087738037,30.70,8.64,-0.08,211.1,114.8,8.28,-79.68,0.14,47.09,0.08873596546127234
1751024185.7503943,33.4305254,-111.9288446,2.6310999866485596,30.63,8.65,-0.08,128.0,114.8,8.29,-79.66,0.17,47.06,0.05320560040641373
1751024186.7557352,33.4305311,-111.9288502,2.657100009536743,30.69,8.67,-0.08,69.4,114.8,8.29,-79.80,0.11,47.29,0.027988827602523622
1751024187.7425559,33.4305361,-111.9288559,2.6810999389648438,30.77,8.63,-0.08,11.4,114.8,8.28,-79.97,0.25,47.55,0.003322243005286968
1751024188.7426696,33.4305398,-111.9288604,2.7121000762939453,30.81,8.62,-0.08,9.3,115.0,8.29,-80.22,0.16,48.05,0.0024988965107988394
1751024189.7453144,33.4305426,-111.928864,2.7440999027252198,30.82,8.62,-0.08,20.0,115.0,8.28,-80.23,0.15,48.61,0.006820670591632926
1751024190.7441165,33.4305449,-111.9288667,2.7700999256134033,30.80,8.62,-0.08,16.6,115.0,8.29,-80.24,0.10,49.38,0.005418505340789241
1751024191.745051,33.430547,-111.9288689,2.788100051498413,30.79,8.63,-0.08,15.0,114.9,8.29,-80.12,0.14,49.91,0.004766005690193172
1751024192.7428567,33.4305487,-111.9288707,2.80410008392334,30.78,8.63,-0.08,2.9,114.9,8.29,-80.15,0.20,50.16,0.000238401096832782
1751024193.7443929,33.4305502,-111.9288724,2.8330998893737793,30.78,8.64,-0.08,1.9,114.9,8.29,-80.12,0.22,50.16,0
1751024194.7437437,33.4305514,-111.9288739,2.852099942779541,30.74,8.64,-0.08,1.9,115.0,8.30,-80.13,0.25,50.04,0
1751024195.7452433,33.4305526,-111.9288755,2.846099900817871,30.73,8.64,-0.08,39.3,115.0,8.30,-80.09,0.31,49.56,0.015025869693918021
1751024196.7425172,33.4305539,-111.9288771,2.850100087738037,30.71,8.64,-0.08,41.0,115.0,8.30,-80.13,0.24,49.56,0.015761545916810844
1751024197.7472005,33.430555,-111.9288788,2.859099912261963,30.69,8.66,-0.08,41.0,115.0,8.30,-80.20,0.29,49.52,0.015768220167598764
1751024198.765811,33.430556,-111.9288805,2.8690999027252198,30.73,8.64,-0.08,4.3,115.0,8.30,-80.19,0.13,49.40,0.0006816220627186067
1751024200.7433214,33.4305578,-111.9288837,2.8910999771118164,30.75,8.65,-0.08,2.4,115.0,8.29,-80.22,0.26,49.22,9.633087674399257e-05
1751024201.7470882,33.4305587,-111.9288852,2.8950999256134033,30.75,8.64,-0.08,57.9,115.0,8.29,-80.22,0.21,48.33,0.023009952712542973
1751024202.7560394,33.4305596,-111.9288868,2.8920999046325684,30.71,8.65,-0.08,59.9,115.0,8.30,-80.27,0.25,47.63,0.02388955711552711
1751024203.7498815,33.4305603,-111.9288885,2.8980999465942383,30.71,8.65,-0.08,59.9,115.0,8.30,-80.23,0.22,47.63,0.02388955711552711
1751024204.7654274,33.4305611,-111.9288902,2.8971000190734864,30.72,8.65,-0.08,3.4,115.0,8.30,-80.21,0.15,48.49,0.00039140041635195294
1751024205.7545063,33.4305616,-111.9288918,2.9001000400543213,30.69,8.65,-0.08,2.6,115.0,8.30,-80.10,0.18,47.99,0.00015308149912752518
1751024206.7471185,33.4305624,-111.9288932,2.915099906539917,30.71,8.65,-0.08,5.5,115.0,8.30,-79.95,0.23,47.79,0.001094190294669696
1751024207.745806,33.4305631,-111.9288945,2.915099906539917,30.73,8.65,-0.08,6.9,115.0,8.30,-79.98,0.20,48.25,0.001598323788129663
1751024208.7450335,33.4305636,-111.9288959,2.909100102996826,30.74,8.65,-0.08,5.7,115.0,8.29,-80.01,0.16,47.02,0.0011637236823719935
1751024209.7492287,33.4305641,-111.9288972,2.9171,30.74,8.65,-0.08,9.7,115.0,8.30,-80.14,0.11,46.92,0.0026585214007643562
1751024210.7764173,33.4305647,-111.9288984,2.922100114440918,30.75,8.65,-0.08,34.0,115.0,8.29,-80.13,0.17,47.14,0.012752102032609352
1751024211.777129,33.4305652,-111.9288996,2.9401000019073487,30.75,8.65,-0.08,36.9,115.0,8.29,-80.25,0.10,47.24,0.013991775172830404
1751024212.7461574,33.4305657,-111.928901,2.9551001068115235,30.74,8.65,-0.08,32.4,115.0,8.30,-80.29,0.14,47.32,0.01207201911159022
1751024213.7452734,33.4305663,-111.9289021,2.9440999504089356,30.72,8.66,-0.08,8.8,115.0,8.30,-80.38,0.07,47.76,0.002313097907541642
1751024214.7462976,33.430567,-111.9289032,2.933100032424927,30.75,8.66,-0.08,7.1,115.0,8.30,-80.28,0.17,48.53,0.0016710722555522309
1751024215.7539563,33.4305675,-111.9289042,2.930100011444092,30.77,8.66,-0.08,7.8,115.0,8.29,-80.28,0.18,49.43,0.0019308041671213295
1751024216.7539766,33.430568,-111.9289053,2.9480998989105225,30.77,8.66,-0.08,7.2,115.0,8.29,-80.37,0.20,50.05,0.0017070263720718897
1751024217.7684317,33.4305685,-111.9289064,2.9631000038146973,30.75,8.66,-0.08,16.1,115.0,8.29,-80.45,0.12,50.35,0.005219979699997126
1751024218.7542589,33.4305691,-111.9289076,2.9510999198913574,30.75,8.66,-0.08,14.7,115.0,8.29,-80.49,0.05,50.35,0.004648704693355202
1751024219.7542837,33.4305696,-111.9289089,2.9421000953674317,30.74,8.66,-0.08,13.2,115.0,8.30,-80.53,0.13,50.17,0.004043286526827945
1751024220.7575269,33.4305702,-111.9289102,2.9380999084472657,30.70,8.65,-0.08,17.0,115.0,8.30,-80.51,0.25,49.65,0.0055962597498997665
1751024221.7539556,33.4305708,-111.9289115,2.9391000743865967,30.66,8.66,-0.08,16.7,115.0,8.31,-80.58,0.18,48.79,0.0054780771321122565
1751024222.754062,33.4305713,-111.9289127,2.9531000133514405,30.67,8.66,-0.08,16.9,115.0,8.31,-80.62,0.20,47.97,0.005559105460243363
1751024223.75338,33.4305719,-111.928914,2.9681001182556153,30.71,8.66,-0.08,3.4,115.0,8.30,-80.69,0.23,47.47,0.00039162404906812763
1751024224.7533796,33.4305727,-111.9289153,2.9600999828338623,30.74,8.66,-0.08,3.1,115.0,8.30,-80.73,0.20,47.31,0.00029889480896851
1751024225.76455,33.4305734,-111.9289165,2.970099973297119,30.72,8.66,-0.08,88.6,115.0,8.30,-80.68,0.23,47.31,0.03622313756310074
1751024226.7646523,33.430574,-111.9289178,2.995100068664551,30.69,8.66,-0.08,93.7,115.0,8.30,-80.72,0.11,47.51,0.03843502550498519
1751024227.7666395,33.4305744,-111.9289191,2.987099933242798,30.72,8.65,-0.08,93.7,115.0,8.30,-80.75,0.19,48.08,0.03841229577067551
1751024228.7645411,33.4305751,-111.9289204,2.9970999237060547,30.74,8.65,-0.08,11.7,115.0,8.30,-80.81,0.19,48.93,0.0034437919496785895
1751024229.8427892,33.4305758,-111.928922,2.989100026702881,30.74,8.66,-0.08,8.9,115.0,8.30,-80.78,0.16,49.78,0.0023500597038574795
1751024230.772887,33.4305763,-111.9289233,2.980099963760376,30.74,8.66,-0.08,9.3,115.0,8.30,-80.75,0.16,50.30,0.0025038298799496908
1751024231.7675126,33.430577,-111.9289247,2.990099954223633,30.75,8.65,-0.08,8.9,115.0,8.30,-80.81,0.26,50.38,0.002349387399817102
1751024232.8525784,33.4305779,-111.9289262,2.982100057220459,30.75,8.65,-0.08,8.4,115.0,8.30,-80.82,0.16,50.38,0.0021586196562018672
1751024233.7654095,33.4305786,-111.9289274,2.972100066757202,30.75,8.66,-0.08,7.3,115.0,8.30,-80.83,0.14,49.93,0.0017451936066569648
1751024234.764297,33.4305793,-111.9289287,2.984099912261963,30.74,8.65,-0.08,4.6,115.0,8.30,-80.92,0.10,49.11,0.0007819840339888729
1751024235.783529,33.43058,-111.92893,2.995100068664551,30.76,8.65,-0.08,3.2,115.0,8.30,-80.94,0.24,48.24,0.0003288585139348927
1751024236.8531635,33.4305808,-111.9289312,2.9970999237060547,30.77,8.66,-0.08,3.2,115.0,8.30,-80.94,0.13,47.66,0.0003286510694262945
1751024238.7731934,33.4305822,-111.9289332,2.993099975204468,30.76,8.66,-0.08,5.0,115.0,8.30,-81.10,0.19,47.49,0.0009179629406610592
1751024239.774992,33.430583,-111.9289344,3.0100999351501465,30.77,8.66,-0.08,5.4,115.0,8.30,-81.09,0.20,47.71,0.0010567055416248771
1751024240.7772784,33.4305837,-111.9289356,3.0241001125335694,30.73,8.66,-0.08,5.7,115.0,8.30,-81.11,0.27,48.36,0.001164132390730271
1751024241.776505,33.4305843,-111.9289367,3.0151000495910645,30.68,8.67,-0.08,11.5,115.0,8.31,-81.18,0.19,49.27,0.0033698185259746277
1751024242.843072,33.430585,-111.928938,3.0121000286102295,30.62,8.67,-0.08,148.8,115.0,8.31,-81.20,0.12,50.10,0.06213630822717977
1751024243.8448117,33.4305858,-111.9289391,3.0251000400543213,30.69,8.66,-0.08,154.0,115.0,8.30,-81.20,0.18,50.54,0.06427916390675863
1751024244.7763126,33.4305866,-111.9289402,3.03009991607666,30.67,8.66,-0.08,180.0,115.0,8.31,-81.27,0.23,50.54,0.07544540070105371
1751024245.7741349,33.4305874,-111.9289414,3.0290999885559082,30.70,8.66,-0.08,60.4,115.1,8.31,-81.20,0.19,50.49,0.02410966199813556
1751024246.8458662,33.4305881,-111.9289426,3.027099895095825,30.71,8.66,-0.08,68.2,115.1,8.30,-81.25,0.16,49.98,0.02746129773686721
1751024247.8435035,33.4305887,-111.9289439,3.0260999675750733,30.70,8.66,-0.08,36.7,115.1,8.31,-81.30,0.13,49.14,0.013921110068348222
1751024248.844995,33.4305893,-111.928945,3.0421,30.68,8.66,-0.08,19.4,115.1,8.31,-81.39,0.20,48.31,0.006593084037747877
1751024249.8487928,33.4305901,-111.9289462,3.0560999389648438,30.67,8.66,-0.08,6.5,115.1,8.31,-81.28,0.13,47.77,0.0014547274155268148
1751024251.8495421,33.430592,-111.9289488,3.051100062942505,30.73,8.66,-0.08,24.6,115.1,8.30,-81.37,0.21,47.67,0.008764130085698466
1751024252.7925272,33.4305927,-111.9289501,3.0590999599456787,30.71,8.66,-0.08,25.5,115.1,8.31,-81.35,0.15,48.05,0.00914814190027589
1751024253.7818806,33.4305932,-111.9289512,3.0820999618530274,30.71,8.66,-0.08,9.2,115.1,8.31,-81.30,0.15,48.87,0.002467391473502207
1751024254.8445148,33.4305937,-111.9289526,3.0811000343322754,30.72,8.66,-0.08,3.4,115.1,8.31,-81.33,0.10,49.78,0.00039140041635195294
1751024255.848988,33.4305939,-111.9289539,3.0671000953674317,30.73,8.66,-0.08,7.0,115.1,8.30,-81.37,0.19,50.42,0.001635175635082544
1751024256.7814167,33.4305943,-111.928955,3.0641000743865967,30.73,8.66,-0.08,31.6,115.1,8.30,-81.26,0.15,50.50,0.011733552169263804
1751024257.7918134,33.4305946,-111.9289563,3.0590999599456787,30.73,8.67,-0.08,50.8,115.1,8.30,-81.37,0.07,50.50,0.01996517641221593
1751024258.8450265,33.4305949,-111.9289575,3.057100104904175,30.75,8.66,-0.08,47.5,115.1,8.30,-81.38,0.17,50.00,0.01853863490737632
1751024259.8450806,33.4305951,-111.9289587,3.0660999294281006,30.76,8.66,-0.08,23.3,115.1,8.30,-81.37,0.14,49.13,0.008211040452862561
1751024260.8467124,33.4305954,-111.92896,3.0841000553131104,30.74,8.66,-0.08,105.2,115.1,8.30,-81.35,0.19,48.31,0.04332795220671396
1751024261.8446877,33.4305959,-111.9289615,3.094100045776367,30.76,8.66,-0.08,114.5,115.1,8.30,-81.37,0.13,47.83,0.047293787045429796
1751024262.7935588,33.4305962,-111.9289629,3.0830998893737793,30.76,8.66,-0.08,115.7,115.1,8.30,-81.34,0.09,47.83,0.04780751960085484
1751024263.7923992,33.4305966,-111.9289644,3.0820999618530274,30.77,8.67,-0.08,14.6,115.1,8.30,-81.35,0.21,47.83,0.0046057878954101385
1751024264.7907276,33.4305971,-111.9289657,3.0830998893737793,30.75,8.67,-0.08,3.3,115.1,8.30,-81.33,0.14,48.30,0.0003597491607377297
1751024265.7956462,33.4305975,-111.9289673,3.0750999923706055,30.76,8.67,-0.08,4.8,115.1,8.30,-81.32,0.10,49.20,0.0008493204868464053
1751024266.8496482,33.430598,-111.9289687,3.0841000553131104,30.76,8.67,-0.08,59.1,115.1,8.30,-81.28,0.22,50.10,0.0235212401849449
1751024267.8436015,33.4305986,-111.92897,3.098099994277954,30.76,8.66,-0.08,62.4,115.1,8.30,-81.17,0.17,50.65,0.024940178081692778
1751024268.84422,33.4305988,-111.9289713,3.092099952316284,30.72,8.66,-0.08,60.3,115.1,8.31,-81.19,0.23,50.65,0.024056812578993936
1751024269.8484216,33.430599,-111.9289725,3.095099973297119,30.64,8.66,-0.08,25.9,115.1,8.32,-81.12,0.13,50.60,0.009331923337236151
1751024270.8454564,33.4305993,-111.928974,3.102099942779541,30.65,8.66,-0.08,60.5,115.1,8.32,-81.09,0.05,49.99,0.024177324119212397
1751024271.8434722,33.4305997,-111.9289753,3.0911000247955323,30.67,8.67,-0.08,62.1,115.1,8.32,-81.04,0.23,49.10,0.024856596329292484
1751024272.8496683,33.4306001,-111.9289766,3.0881000038146973,30.64,8.66,-0.08,165.5,115.1,8.32,-80.95,0.19,48.33,0.06927116191220307
1751024273.844837,33.4306003,-111.9289779,3.097100066757202,30.65,8.66,-0.08,141.3,115.1,8.32,-80.97,0.15,47.97,0.05888594176572136
1751024274.8441072,33.4306005,-111.9289794,3.116099881744385,30.66,8.66,-0.08,139.5,115.1,8.32,-80.96,0.11,47.97,0.05810321195426258
1751024275.8451798,33.4306005,-111.9289812,3.116099881744385,30.66,8.66,-0.08,16.5,115.2,8.32,-80.87,0.17,48.06,0.005395785777640662
1751024276.8510675,33.4306007,-111.928983,3.100100087738037,30.65,8.66,-0.08,143.5,115.2,8.32,-80.76,0.23,48.61,0.05982882946150371
1751024277.845374,33.4306012,-111.928985,3.102099942779541,30.69,8.66,-0.08,156.5,115.2,8.31,-80.68,0.16,49.50,0.06534980783824315
1751024278.8488572,33.4306016,-111.928987,3.100100087738037,30.73,8.66,-0.08,160.2,115.2,8.31,-80.62,0.18,50.36,0.0668828064948568
1751024279.8462691,33.4306022,-111.928989,3.095099973297119,30.73,8.66,-0.08,22.6,115.2,8.31,-80.56,0.12,50.74,0.007922552586126048
1751024280.8452752,33.4306028,-111.9289909,3.102099942779541,30.73,8.66,-0.08,9.6,115.2,8.31,-80.45,0.18,50.74,0.0026204964222386697
1751024281.8442054,33.4306034,-111.9289926,3.1241000171661377,30.73,8.66,-0.08,10.1,115.2,8.31,-80.33,0.23,50.45,0.0028148434939152455
1751024282.8430538,33.4306041,-111.9289942,3.1250999446868897,30.70,8.66,-0.08,88.1,115.2,8.31,-80.22,0.26,49.67,0.03602271287473574
1751024283.8429706,33.4306046,-111.9289959,3.1250999446868897,30.69,8.66,-0.08,115.0,115.2,8.32,-80.18,0.22,48.75,0.04757274288680818
1751024284.8443751,33.4306052,-111.9289975,3.1331000801086426,30.68,8.67,-0.08,113.3,115.2,8.32,-80.00,0.21,48.15,0.04685311037867082
1751024285.8453414,33.4306057,-111.9289992,3.1350999351501465,30.68,8.66,-0.08,92.4,115.2,8.32,-80.03,0.22,47.91,0.03788427236936712
1751024286.8459656,33.4306062,-111.9290007,3.1461000915527344,30.70,8.67,-0.08,83.7,115.2,8.32,-79.80,0.11,47.91,0.03413235833454651
1751024287.846336,33.4306066,-111.9290022,3.1450999256134033,30.70,8.66,-0.08,82.5,115.2,8.32,-79.84,0.17,48.10,0.03361666439010157
1751024288.8445237,33.4306071,-111.9290036,3.1440999980926514,30.59,8.67,-0.08,64.8,115.2,8.33,-79.62,0.11,48.67,0.026061625057913644
1751024289.84456,33.4306077,-111.929005,3.1471000190734864,30.63,8.67,-0.08,187.1,115.2,8.33,-79.54,0.16,49.57,0.07854987376907185
1751024290.8432019,33.4306082,-111.9290065,3.1431000705718994,30.69,8.67,-0.08,204.7,115.2,8.32,-79.42,0.18,50.46,0.08600664372755062
1751024291.8431623,33.4306086,-111.9290082,3.1420999046325684,30.68,8.67,-0.08,167.4,115.2,8.32,-79.42,0.14,50.90,0.07003174331301108
1751024292.8464909,33.4306091,-111.9290098,3.15509991607666,30.61,8.66,-0.08,97.9,115.2,8.33,-79.31,0.20,50.90,0.04030149248283185
1751024293.8602707,33.4306096,-111.9290115,3.160100030517578,30.53,8.66,-0.08,97.5,115.3,8.34,-79.23,0.18,50.66,0.040192866210575946
1751024295.8436692,33.4306102,-111.9290149,3.158099937057495,30.51,8.66,-0.08,41.0,115.3,8.35,-79.05,0.18,48.95,0.015828489019529463
1751024296.8435721,33.4306106,-111.9290164,3.174099969482422,30.61,8.66,-0.08,23.9,115.3,8.34,-79.01,0.16,48.33,0.008492281169035715
1751024297.8438334,33.4306108,-111.929018,3.175099897003174,30.65,8.66,-0.08,23.1,115.3,8.33,-78.87,0.22,48.33,0.00814746066994713
1751024298.844256,33.430611,-111.9290195,3.175099897003174,30.64,8.66,-0.08,227.5,115.3,8.33,-78.75,0.11,48.34,0.09588786075312158
1751024299.8500984,33.4306112,-111.9290209,3.182100104904175,30.66,8.66,-0.08,227.2,115.3,8.33,-78.68,0.18,48.98,0.09572204899499119
1751024300.845368,33.4306114,-111.9290224,3.1810999389648438,30.60,8.66,-0.08,262.9,115.3,8.33,-78.54,0.22,49.92,0.11121967401970392
1751024301.8430746,33.4306117,-111.929024,3.1810999389648438,30.63,8.66,-0.08,98.8,115.3,8.33,-78.46,0.19,50.57,0.04067233744784994
1751024302.8509715,33.430612,-111.9290256,3.1840999599456787,30.57,8.66,-0.08,100.6,115.3,8.34,-78.27,0.17,50.57,0.041494605710770446
