Time (UTC),Latitude,Longitude,Depth (Sonar),Temperature (°C),pH,Depth (m),Conductivity (uS/cm),Dissolved Oxygen Saturation,Dissolved Oxygen Concentration (mg/L),Chlorophyll (ug/L),CDOM (ppb),Turbidity (NTU),Salinity (PSU)
1751025050.485871,33.4305036,-111.9287506,2.5750999923706055,30.82,8.65,-0.08,125.1,116.2,8.37,-37.51,0.10,52.97,0.05177027919934459
1751025051.4887905,33.4305033,-111.9287496,2.5850999828338623,30.83,8.65,-0.08,131.6,116.2,8.37,-37.89,0.06,52.96,0.05453757878647175
1751025052.4847035,33.430503,-111.9287486,2.5741000648498535,30.82,8.66,-0.08,37.2,116.2,8.37,-37.83,0.10,52.96,0.014099039490455498
1751025053.5426054,33.4305029,-111.9287477,2.552099990463257,30.82,8.65,-0.08,11.7,116.2,8.38,-37.73,0.16,52.96,0.0034365576039516823
1751025054.484512,33.4305028,-111.9287472,2.545100020980835,30.79,8.66,-0.08,3.4,116.2,8.38,-38.25,0.16,52.97,0.00038983741752898884
1751025055.4860456,33.4305027,-111.9287469,2.543099927520752,30.79,8.65,-0.08,13.3,116.2,8.38,-37.69,0.15,52.97,0.004078329254397471
1751025056.5476155,33.4305027,-111.9287468,2.546099948501587,30.78,8.65,-0.08,14.6,116.2,8.38,-38.19,0.17,52.97,0.00460464147277874
1751025057.4848554,33.4305027,-111.9287468,2.555100011444092,30.77,8.66,-0.08,105.3,116.2,8.38,-38.00,0.14,52.97,0.04334534285901763
1751025058.5428565,33.4305027,-111.928747,2.550099897003174,30.79,8.66,-0.08,95.7,116.2,8.37,-37.84,0.19,52.90,0.039216437362540234
1751025059.542771,33.4305027,-111.9287472,2.547100114440918,30.80,8.66,-0.08,134.0,116.2,8.37,-38.18,0.13,52.91,0.05559518632452936
1751025060.544419,33.4305029,-111.9287475,2.547100114440918,30.81,8.66,-0.08,44.1,116.2,8.37,-37.74,0.15,52.79,0.017056868142418777
1751025061.5443804,33.430503,-111.9287481,2.552099990463257,30.80,8.65,-0.08,42.2,116.2,8.37,-37.57,0.14,52.82,0.0162457941795154
1751025062.5469398,33.4305029,-111.9287485,2.550099897003174,30.77,8.65,-0.08,2.6,116.2,8.38,-38.41,0.03,52.82,0.00015179410532320924
1751025063.5556612,33.4305029,-111.928749,2.534100102996826,30.76,8.66,-0.08,1.7,116.2,8.38,-38.19,0.14,52.72,0
1751025064.5442376,33.4305027,-111.9287494,2.545100020980835,30.76,8.66,-0.08,11.0,116.2,8.38,-38.04,0.08,52.72,0.0031652164042726433
1751025065.5501113,33.4305025,-111.9287493,2.5611000534057617,30.77,8.66,-0.08,12.2,116.2,8.38,-38.42,0.13,52.81,0.003639901847851564
1751025066.5479224,33.4305023,-111.9287491,2.5771000858306885,30.79,8.66,-0.08,11.9,116.2,8.37,-38.91,0.17,52.99,0.003518652327627743
1751025067.5498652,33.4305023,-111.928749,2.5771000858306885,30.76,8.66,-0.08,180.5,116.2,8.38,-38.52,0.13,52.99,0.07552887150198767
1751025068.5517008,33.4305019,-111.9287491,2.5620999809265137,30.74,8.65,-0.08,181.1,116.1,8.38,-38.96,0.09,52.89,0.07581479219443434
1751025069.5437946,33.4305016,-111.9287494,2.5611000534057617,30.75,8.65,-0.08,181.3,116.1,8.37,-38.76,0.06,52.89,0.07588582643917455
1751025070.5442631,33.4305014,-111.9287497,2.557100104904175,30.73,8.65,-0.08,257.3,116.1,8.37,-38.64,0.14,52.91,0.10853175279121087
1751025071.5468686,33.4305014,-111.9287498,2.5560999389648438,30.71,8.63,-0.08,257.0,116.1,8.38,-34.65,0.13,52.82,0.10844425625976835
1751025072.5545974,33.4305014,-111.9287498,2.5730998989105225,30.72,8.59,-0.08,256.9,116.1,8.38,-38.32,0.08,52.82,0.10838040443642874
1751025073.5491042,33.4305015,-111.9287496,2.5600998874664307,30.71,8.66,-0.08,51.3,116.1,8.38,-38.04,0.06,52.79,0.020188551876210388
1751025074.5431628,33.4305024,-111.9287495,2.550099897003174,30.72,8.65,-0.08,51.1,116.1,8.38,-37.63,0.16,52.77,0.02009834874666811
1751025075.5428154,33.4305045,-111.9287507,2.557100104904175,30.78,8.65,-0.07,53.7,116.1,8.37,-37.51,0.18,52.77,0.021190688313934697
1751025076.5459523,33.4305057,-111.9287526,2.5590999599456787,30.79,8.65,-0.08,205.8,116.1,8.37,-36.73,0.18,52.87,0.08631274147778448
1751025077.5466175,33.4305087,-111.9287535,2.5841000553131104,30.61,8.65,-0.08,260.7,116.1,8.39,-35.14,0.12,52.87,0.11024895379755259
1751025078.5443108,33.430516,-111.928754,2.6220999237060547,30.55,8.66,-0.08,275.8,116.1,8.40,-33.99,0.18,52.86,0.11690334427441153
1751025079.547486,33.4305244,-111.9287547,2.669100093460083,30.69,8.65,-0.08,76.5,116.1,8.38,-33.59,0.12,52.76,0.031043491650799334
1751025080.5437398,33.4305334,-111.928755,2.734099912261963,30.80,8.65,-0.08,22.7,116.1,8.37,-32.17,0.10,52.76,0.007951781012063735
1751025081.5427523,33.4305421,-111.9287557,2.8211000438690186,30.85,8.64,-0.08,16.8,116.1,8.36,-31.23,0.11,52.83,0.005493964199816739
1751025082.5426157,33.4305498,-111.9287567,2.8801000591278076,30.85,8.64,-0.08,28.5,116.1,8.36,-30.36,0.09,52.85,0.010387132723680784
1751025083.5427556,33.4305559,-111.9287577,2.932100104904175,30.82,8.64,-0.08,29.0,116.1,8.37,-29.68,0.08,52.85,0.01060601374890211
1751025084.5438106,33.4305602,-111.9287588,2.990099954223633,30.81,8.64,-0.08,19.1,116.1,8.37,-28.80,0.07,52.80,0.0064484956332204
1751025085.550503,33.4305635,-111.9287597,3.027099895095825,30.73,8.65,-0.08,89.9,116.1,8.38,-27.88,0.06,52.80,0.036773991730313926
1751025086.5441806,33.430566,-111.9287607,3.039099979019165,30.68,8.65,-0.08,89.2,116.2,8.39,-27.03,0.11,52.88,0.0365096155475979
1751025087.5476449,33.4305681,-111.9287618,3.0620999809265137,30.65,8.65,-0.08,88.8,116.2,8.39,-26.23,0.11,52.88,0.03635933821322645
1751025088.5433786,33.4305698,-111.9287633,3.0890999313354492,30.73,8.65,-0.08,5.7,116.2,8.38,-25.37,0.15,52.88,0.0011641323907302728
1751025089.54763,33.4305714,-111.9287648,3.105099963760376,30.73,8.66,-0.08,4.5,116.2,8.38,-24.78,0.11,52.85,0.0007485562742000601
1751025090.5443776,33.4305728,-111.9287664,3.120100068664551,30.69,8.66,-0.08,30.5,116.2,8.39,-24.02,0.04,52.85,0.011274914878764765
1751025091.5435658,33.430574,-111.9287681,3.16109995803833,30.73,8.66,-0.08,31.6,116.2,8.38,-23.73,0.06,52.89,0.01173355216926382
1751025092.5440843,33.430575,-111.9287699,3.1671,30.70,8.66,-0.08,32.5,116.2,8.39,-23.33,0.15,52.90,0.012125215771018105
1751025093.5427294,33.430576,-111.9287715,3.159100102996826,30.75,8.66,-0.08,93.8,116.2,8.38,-22.96,0.16,52.90,0.03843247862108072
1751025094.5495427,33.4305769,-111.9287731,3.16109995803833,30.68,8.64,-0.08,92.7,116.2,8.39,-22.77,0.12,52.81,0.03801312490331622
1751025095.5428743,33.4305776,-111.9287747,3.175099897003174,30.67,8.66,-0.08,200.8,116.2,8.39,-22.65,0.14,52.81,0.08436601353009485
1751025096.5436242,33.4305782,-111.9287763,3.1840999599456787,30.64,8.66,-0.08,230.9,116.2,8.40,-22.64,0.16,52.91,0.09735037206338458
1751025097.5470152,33.4305784,-111.9287764,3.1931000228881836,30.63,8.66,-0.08,234.6,116.2,8.40,-22.68,0.09,52.94,0.09896135984103324
1751025098.5432518,33.430578,-111.9287757,3.175099897003174,30.72,8.66,-0.08,277.1,116.2,8.39,-23.16,0.12,52.94,0.11708256339821721
1751025099.5457063,33.4305778,-111.9287761,3.168099927520752,30.78,8.65,-0.08,311.9,116.3,8.38,-24.56,0.17,52.82,0.13195886280723276
1751025100.5449007,33.4305781,-111.9287763,3.16109995803833,30.81,8.65,-0.08,312.4,116.3,8.37,-24.82,0.16,52.79,0.13209882357939703
1751025101.5441504,33.4305782,-111.9287706,3.175099897003174,30.77,8.64,-0.08,162.2,116.3,8.38,-25.23,0.07,52.79,0.06768655688128974
1751025102.54651,33.4305787,-111.9287623,3.183100032424927,30.72,8.63,-0.08,9.5,116.3,8.40,-25.53,0.08,52.96,0.0025825096242357132
1751025103.5429761,33.430579,-111.9287526,3.1910999294281006,30.76,8.65,-0.08,4.9,116.3,8.39,-26.00,0.15,52.96,0.000883560945024259
1751025104.547169,33.4305788,-111.9287428,3.2151000972747803,30.81,8.65,-0.08,6.3,116.3,8.38,-26.31,0.10,52.87,0.0013756085166280881
1751025105.550854,33.430579,-111.9287341,3.241099881744385,30.83,8.65,-0.08,163.3,116.3,8.38,-26.67,0.09,52.80,0.0680783026169381
1751025106.5476418,33.4305794,-111.9287277,3.2651000495910645,30.84,8.65,-0.08,185.3,116.3,8.38,-26.96,0.08,52.80,0.07746414212083927
1751025107.5443723,33.4305792,-111.928723,3.2760999675750733,30.81,8.65,-0.08,202.0,116.3,8.38,-27.38,0.12,52.96,0.08465309152402659
1751025108.5476172,33.4305789,-111.92872,3.28609995803833,30.79,8.65,-0.08,47.4,116.4,8.39,-28.08,0.12,53.06,0.018480268926791697
1751025109.542518,33.4305787,-111.9287181,3.300099897003174,30.78,8.66,-0.08,26.0,116.4,8.39,-28.11,0.12,53.06,0.009344878983231063
1751025110.5435355,33.4305783,-111.9287167,3.3090999599456787,30.77,8.66,-0.08,8.4,116.4,8.39,-28.55,0.10,52.90,0.0021573586531574785
1751025111.54996,33.4305782,-111.9287155,3.297100114440918,30.75,8.66,-0.08,11.8,116.4,8.40,-28.62,0.05,52.90,0.0034825928844046555
1751025112.5427687,33.430578,-111.9287147,3.297100114440918,30.73,8.66,-0.08,11.6,116.4,8.40,-28.63,0.02,52.96,0.003405013466659481
1751025113.5450273,33.4305777,-111.9287142,3.299099969482422,30.72,8.67,-0.08,46.3,116.4,8.40,-28.76,0.13,52.99,0.018034400202347797
1751025114.5438507,33.4305762,-111.9287147,3.289099979019165,30.76,8.66,-0.08,41.6,116.4,8.40,-28.66,0.08,52.99,0.01600215858840266
1751025115.5435827,33.4305753,-111.9287152,3.2660999771118164,30.76,8.66,-0.08,42.8,116.4,8.40,-28.86,0.13,52.93,0.016516895679482023
1751025116.561825,33.4305746,-111.9287155,3.2530999656677246,30.76,8.66,-0.08,322.1,116.4,8.39,-28.72,0.10,52.93,0.13642005244636773
1751025117.5445497,33.4305744,-111.9287153,3.2540998931884766,30.74,8.67,-0.08,327.6,116.5,8.40,-28.84,0.07,52.98,0.13885333712700185
1751025118.5511973,33.430574,-111.9287154,3.243099975204468,30.72,8.67,-0.08,378.8,116.5,8.40,-28.99,0.11,53.01,0.16113775592158083
1751025119.5498126,33.4305736,-111.9287158,3.232100057220459,30.69,8.68,-0.08,66.4,116.5,8.41,-30.46,0.14,53.01,0.02669761507984524
1751025120.5430634,33.4305735,-111.9287165,3.226100015258789,30.72,8.67,-0.08,316.6,116.5,8.40,-29.40,0.10,52.88,0.13414432266174492
1751025121.548695,33.4305744,-111.9287186,3.234099912261963,30.78,8.67,-0.08,700.8,116.5,8.38,-29.11,0.07,52.80,0.3028835486138464
1751025122.551514,33.4305756,-111.9287204,3.2570999141693115,30.76,8.66,-0.07,1213,116.5,8.37,-28.57,0.01,52.80,0.5353108266560778
1751025123.5505116,33.4305758,-111.9287218,3.2560999866485596,30.73,8.67,-0.08,966.6,116.5,8.39,-27.96,0.09,52.88,0.422960246280677
1751025124.5500278,33.4305766,-111.9287287,3.242100047683716,30.70,8.67,-0.08,531.3,116.5,8.40,-27.81,0.02,52.89,0.22805646181590955
1751025125.551886,33.4305773,-111.9287384,3.228100108718872,30.74,8.66,-0.08,16.6,116.5,8.41,-28.56,0.12,52.89,0.005426386996296035
1751025126.5514002,33.4305782,-111.928748,3.2110999103546143,30.81,8.66,-0.08,7.3,116.6,8.40,-28.77,0.14,52.83,0.0017419583468944828
1751025127.5485675,33.4305791,-111.9287565,3.1991000648498535,30.77,8.65,-0.08,8.7,116.6,8.41,-28.71,0.08,52.83,0.002271575346369974
1751025128.549031,33.43058,-111.9287633,3.1951001163482666,30.74,8.66,-0.08,80.3,116.6,8.41,-28.90,0.01,52.94,0.0326450546409851
1751025129.5518856,33.4305806,-111.928768,3.2131000038146973,30.73,8.66,-0.08,89.1,116.6,8.41,-29.15,0.06,52.93,0.03643060383914879
1751025130.550069,33.4305815,-111.9287718,3.2091000553131104,30.72,8.66,-0.08,86.0,116.6,8.41,-29.21,0.15,52.93,0.035106679301769445
1751025131.5637403,33.4305825,-111.9287749,3.2080998893737793,30.71,8.66,-0.08,34.8,116.6,8.42,-29.29,0.12,52.88,0.013105114176162079
1751025132.5617378,33.4305835,-111.9287778,3.2100999828338623,30.72,8.67,-0.08,30.8,116.7,8.42,-29.21,0.18,52.88,0.011395242757358068
1751025133.560515,33.4305844,-111.9287803,3.2161000247955323,30.74,8.67,-0.08,66.8,116.7,8.42,-29.03,0.03,53.02,0.02684267601486742
1751025134.5591447,33.4305852,-111.9287827,3.224099921798706,30.73,8.67,-0.08,63.9,116.7,8.42,-29.10,0.07,53.07,0.025600662268269472
1751025135.564802,33.4305857,-111.9287851,3.217099952316284,30.71,8.67,-0.08,66.6,116.8,8.43,-29.15,0.06,53.07,0.026772884376385135
1751025136.5620043,33.4305862,-111.9287873,3.2100999828338623,30.66,8.68,-0.08,30.5,116.8,8.44,-28.97,0.09,52.94,0.011282342533815529
1751025137.5596442,33.4305866,-111.9287896,3.2161000247955323,30.62,8.68,-0.08,105.1,116.8,8.44,-28.54,0.14,52.94,0.04338701719723034
1751025138.5607133,33.4305871,-111.9287916,3.219100045776367,30.60,8.68,-0.08,97.7,116.8,8.45,-28.59,0.11,52.95,0.04022344200043099
1751025139.5590632,33.4305875,-111.9287938,3.230099963760376,30.54,8.68,-0.08,96.6,116.8,8.46,-28.15,0.14,52.94,0.03979753573601963
1751025140.560129,33.4305877,-111.9287958,3.228100108718872,30.47,8.68,-0.08,146.4,116.8,8.47,-27.63,0.09,52.94,0.061284989794890846
1751025141.5598524,33.430588,-111.9287977,3.2110999103546143,30.39,8.69,-0.08,159.1,117.0,8.49,-27.46,0.16,52.95,0.06684987576568917
1751025142.560746,33.4305881,-111.9287995,3.1980998989105225,30.33,8.70,-0.08,170.7,117.0,8.50,-27.41,0.18,52.95,0.07193014361380089
1751025143.577219,33.4305883,-111.9288015,3.1970999713897705,30.28,8.70,-0.08,29.4,117.0,8.51,-27.30,0.17,52.99,0.01090503394809253
1751025144.5683217,33.4305884,-111.9288033,3.2151000972747803,30.29,8.70,-0.08,17.6,117.1,8.51,-27.39,0.16,53.02,0.0059015777744105356
1751025145.5924578,33.4305886,-111.9288052,3.2061000343322754,30.30,8.70,-0.08,55.1,117.1,8.51,-27.27,0.15,53.02,0.02200871443554313
1751025146.5713918,33.4305886,-111.9288068,3.1951001163482666,30.31,8.70,-0.08,53.7,117.1,8.51,-27.33,0.15,53.07,0.021397135016268394
1751025147.5692606,33.4305887,-111.9288086,3.2031000133514405,30.33,8.70,-0.08,51.8,117.2,8.52,-27.19,0.10,53.05,0.02056484745216119
1751025148.5696566,33.4305887,-111.9288103,3.220099973297119,30.39,8.70,-0.08,108.9,117.2,8.51,-27.21,0.09,52.93,0.045222474544194015
1751025149.5693715,33.4305886,-111.9288121,3.2040999408721924,30.41,8.70,-0.08,108.6,117.2,8.51,-27.44,0.13,52.90,0.04507538882586347
1751025150.5690622,33.4305885,-111.9288138,3.1901000019073487,30.44,8.69,-0.08,150.0,117.4,8.51,-27.38,0.15,52.90,0.0628696269164698
1751025151.5674741,33.4305883,-111.9288155,3.2010999198913574,30.47,8.69,-0.08,63.3,117.4,8.51,-27.36,0.11,52.98,0.025476748180554627
1751025152.5767887,33.4305882,-111.9288171,3.2010999198913574,30.47,8.69,-0.08,63.5,117.4,8.51,-27.68,0.11,52.98,0.02556320583350078
1751025153.6571639,33.4305882,-111.9288189,3.1901000019073487,30.45,8.69,-0.08,22.8,117.6,8.53,-27.87,0.10,52.84,0.008058094400704072
1751025154.5885577,33.430588,-111.9288205,3.1850998874664307,30.51,8.68,-0.08,4.1,117.6,8.52,-27.82,0.21,52.80,0.0006216492562482294
1751025155.5785928,33.430588,-111.9288221,3.1910999294281006,30.54,8.68,-0.08,3.0,117.6,8.52,-27.84,0.04,52.88,0.00027269806220413186
1751025156.5779295,33.4305878,-111.9288238,3.1910999294281006,30.50,8.69,-0.08,2.3,119.9,8.68,-27.69,0.20,52.99,7.261207104833712e-05
1751025157.5765493,33.4305877,-111.9288255,3.172100114440918,30.50,8.68,-0.08,8.0,119.9,8.68,-27.84,0.10,52.98,0.0020222333121325572
1751025158.5885632,33.4305876,-111.9288274,3.164099979019165,30.53,8.68,-0.08,147.7,119.9,8.68,-26.82,0.15,52.91,0.06177215254559932
1751025159.5882866,33.4305874,-111.928829,3.162099885559082,30.56,8.71,-0.08,163.9,119.9,8.67,-27.57,0.22,52.91,0.06869119617358943
1751025160.8673449,33.4305872,-111.9288307,3.164099979019165,30.62,8.68,-0.08,158.8,120.0,8.68,-27.57,0.14,53.09,0.06642450916298244
1751025161.5874543,33.4305871,-111.9288323,3.162099885559082,30.63,8.68,-0.08,20.6,120.0,8.68,-27.78,0.13,53.09,0.0071017800390414465
1751025162.645081,33.4305869,-111.9288341,3.177099990463257,30.65,8.67,-0.08,6.2,120.0,8.67,-27.45,0.07,52.93,0.0013467247626044237
1751025163.58752,33.4305869,-111.9288357,3.17310004196167,30.68,8.67,-0.08,6.9,120.1,8.68,-27.36,0.13,52.91,0.001600862155173795
1751025164.5859249,33.4305867,-111.9288375,3.169100093460083,30.69,8.67,-0.08,5.6,120.1,8.67,-27.48,0.16,52.91,0.0011303069041105147
1751025165.6425602,33.4305867,-111.9288393,3.1491001125335694,30.71,8.67,-0.08,11.7,120.1,8.67,-27.29,0.15,53.10,0.003446510072915688
1751025167.5868347,33.4305868,-111.9288424,3.1491001125335694,30.75,8.66,-0.08,31.8,120.2,8.67,-27.23,0.13,52.91,0.011813644106088634
1751025168.5881364,33.4305868,-111.928844,3.1450999256134033,30.77,8.66,-0.08,25.3,120.2,8.67,-26.82,0.13,52.90,0.009051389537781602
1751025169.586178,33.4305866,-111.9288457,3.1431000705718994,30.74,8.66,-0.07,65.1,120.2,8.67,-26.60,0.13,53.13,0.026111584000740946
1751025170.58746,33.4305865,-111.9288474,3.1461000915527344,30.70,8.54,-0.08,55.3,120.2,8.68,-24.03,0.17,53.13,0.021914281492062614
1751025171.6481106,33.4305862,-111.9288494,3.1420999046325684,30.70,8.66,-0.08,54.1,120.2,8.68,-26.84,0.02,52.91,0.021397764542229858
1751025172.5866597,33.4305862,-111.9288514,3.1271000381469727,30.75,8.66,-0.08,189.4,120.1,8.66,-26.66,0.08,52.86,0.07935360614825901
1751025173.5904007,33.4305862,-111.9288538,3.1231000896453858,30.74,8.66,-0.08,231.2,120.1,8.66,-26.89,0.10,52.97,0.0972924711386887
1751025174.6426005,33.4305864,-111.9288565,3.106099891281128,30.72,8.66,-0.08,250.5,120.1,8.67,-26.56,0.10,53.07,0.10562638250023161
1751025175.6454096,33.4305868,-111.9288591,3.103100108718872,30.71,8.66,-0.08,65.9,120.1,8.67,-26.70,0.16,52.95,0.02647168198792669
1751025176.6439645,33.4305869,-111.9288618,3.117100047683716,30.70,8.66,-0.08,22.6,120.1,8.67,-26.85,0.12,52.90,0.007928003700863558
1751025177.6456065,33.4305873,-111.9288646,3.1290998931884766,30.70,8.66,-0.08,3.1,120.1,8.67,-26.88,0.13,52.90,0.00029969460905813556
1751025178.650361,33.4305877,-111.9288674,3.120100068664551,30.71,8.66,-0.08,2.3,120.0,8.66,-26.96,0.15,53.10,6.970165620955265e-05
1751025179.6452115,33.4305881,-111.9288702,3.113100099182129,30.73,8.66,-0.08,9.8,120.0,8.66,-27.18,0.16,53.10,0.0026980780562762515
1751025180.6448455,33.4305887,-111.9288727,3.1231000896453858,30.76,8.66,-0.07,126.5,120.0,8.65,-27.11,0.09,53.03,0.052429656655915466
1751025181.6434066,33.4305892,-111.9288751,3.1310999866485596,30.76,8.66,-0.08,147.6,119.9,8.65,-27.22,0.14,53.02,0.06145520437391025
1751025182.6459322,33.4305896,-111.9288775,3.1231000896453858,30.74,8.66,-0.08,534.8,119.9,8.64,-27.29,0.10,53.16,0.22942361336614428
1751025183.6426394,33.4305903,-111.9288798,3.1280999656677246,30.73,8.66,-0.08,562.9,119.9,8.64,-26.89,0.15,53.18,0.241878952032759
1751025184.6444266,33.4305911,-111.9288819,3.1471000190734864,30.69,8.66,-0.08,545.9,119.8,8.64,-27.26,0.15,53.00,0.2345486891608535
1751025185.6456473,33.4305921,-111.9288839,3.1471000190734864,30.69,8.67,-0.08,152.4,119.8,8.65,-27.34,0.09,52.87,0.06359396165947867
1751025186.6447103,33.430593,-111.9288858,3.1440999980926514,30.70,8.67,-0.08,10.3,119.8,8.65,-27.48,0.15,52.90,0.0028953074984424737
1751025187.6423492,33.430594,-111.9288876,3.152099895095825,30.72,8.67,-0.08,7.2,119.7,8.64,-27.61,0.09,53.07,0.0017096846086067376
1751025188.6472938,33.4305952,-111.9288895,3.160100030517578,30.72,8.67,-0.08,7.7,119.7,8.64,-27.49,0.07,53.07,0.0018961701162091052
1751025189.6430871,33.4305964,-111.9288915,3.163100051498413,30.71,8.66,-0.08,12.2,119.7,8.64,-27.85,0.12,52.96,0.003645585646444952
1751025190.6483634,33.4305976,-111.9288934,3.166100072479248,30.72,8.67,-0.08,152.3,119.7,8.63,-27.86,0.09,52.96,0.0635143350525944
1751025191.6455274,33.4305986,-111.9288951,3.164099979019165,30.73,8.67,-0.08,156.6,119.7,8.63,-27.94,0.16,53.17,0.06534218821331225
1751025192.6460807,33.4305993,-111.9288969,3.1561000820159912,30.69,8.67,-0.08,342.4,119.7,8.63,-27.21,0.14,53.17,0.1454058250067196
1751025193.644352,33.4306,-111.9288987,3.166100072479248,30.66,8.60,-0.08,206.3,119.6,8.63,-25.66,0.06,52.95,0.0867431227090579
1751025194.6456985,33.4306005,-111.9289004,3.1861000534057617,30.68,8.66,-0.08,218.8,119.6,8.63,-27.87,0.14,52.92,0.09207639641732433
1751025195.6440015,33.430601,-111.9289021,3.1901000019073487,30.70,8.66,-0.08,27.5,119.4,8.62,-27.34,0.20,53.05,0.009997161615808
1751025196.6431022,33.4306014,-111.9289037,3.1840999599456787,30.73,8.66,-0.08,22.3,119.4,8.62,-27.07,0.23,53.13,0.007796664113021488
1751025197.6425114,33.4306018,-111.9289052,3.1940999504089356,30.72,8.67,-0.08,3.8,119.4,8.62,-27.58,0.10,52.99,0.0005181437803587927
1751025198.6435218,33.4306022,-111.9289069,3.2070999618530274,30.68,8.66,-0.08,40.6,119.4,8.62,-27.12,0.07,52.91,0.015599814002937447
1751025199.6437707,33.4306026,-111.9289085,3.2070999618530274,30.68,8.66,-0.08,252.7,119.4,8.62,-26.92,0.14,52.91,0.10665476723861357
1751025200.6488702,33.4306031,-111.9289099,3.2061000343322754,30.69,8.66,-0.08,258.6,119.4,8.61,-26.70,0.16,53.08,0.10917503156267412
1751025201.642431,33.4306035,-111.9289113,3.2031000133514405,30.71,8.66,-0.08,221.1,119.3,8.61,-27.13,0.10,53.08,0.09301074442725703
1751025202.6465142,33.4306039,-111.9289128,3.2070999618530274,30.73,8.66,-0.08,17.0,119.3,8.61,-27.09,0.13,52.98,0.0055922110910883996
1751025203.6457567,33.4306044,-111.9289142,3.217099952316284,30.72,8.67,-0.08,14.3,119.2,8.60,-27.37,0.11,52.99,0.0044897398927593295
1751025204.643561,33.4306048,-111.9289158,3.2181001182556153,30.73,8.66,-0.08,14.4,119.2,8.60,-27.71,0.14,53.18,0.0045291769895940675
1751025205.6431997,33.4306054,-111.9289173,3.224099921798706,30.75,8.66,-0.08,45.7,119.2,8.60,-27.63,0.15,53.21,0.01776539184223595
1751025206.644281,33.4306059,-111.9289188,3.219100045776367,30.74,8.67,-0.08,44.0,119.2,8.60,-27.77,0.19,52.93,0.01703899984095219
1751025207.6426022,33.4306062,-111.9289202,3.217099952316284,30.74,8.67,-0.08,43.1,119.2,8.60,-27.61,0.10,52.87,0.016652620342728065
1751025208.6441603,33.4306065,-111.9289215,3.220099973297119,30.74,8.66,-0.08,164.6,119.2,8.59,-27.44,0.03,53.00,0.06875265374110419
1751025209.644291,33.4306068,-111.928923,3.225100087738037,30.74,8.66,-0.08,164.4,119.1,8.59,-27.56,0.10,53.10,0.06866707138327961
1751025210.6430109,33.430607,-111.9289245,3.228100108718872,30.75,8.66,-0.08,164.7,119.1,8.59,-28.15,0.07,52.91,0.0687821956311631
1751025211.642539,33.4306071,-111.9289251,3.224099921798706,30.73,8.66,-0.08,52.0,119.1,8.60,-28.63,0.11,52.89,0.020481267548863476
1751025212.642368,33.4306068,-111.9289239,3.2121000762939453,30.74,8.67,-0.08,51.8,119.1,8.59,-28.50,0.12,52.94,0.020391036548906488
1751025213.6464672,33.4306072,-111.9289229,3.217099952316284,30.73,8.66,-0.08,495.8,119.1,8.58,-29.15,0.07,53.10,0.21229044271057357
1751025214.6426928,33.4306076,-111.9289233,3.228100108718872,30.72,8.66,-0.08,630.8,119.1,8.58,-29.43,0.07,52.99,0.2720352188078631
1751025215.645151,33.430608,-111.9289242,3.233099984741211,30.73,8.66,-0.08,790.4,119.0,8.57,-29.33,0.15,52.92,0.34333100948694745
1751025216.6443524,33.4306083,-111.9289254,3.2481000896453858,30.71,8.66,-0.07,364.7,119.0,8.59,-29.60,0.11,52.93,0.1550347853102923
1751025217.644514,33.4306089,-111.9289268,3.2551000591278076,30.70,8.67,-0.08,365.1,119.0,8.59,-29.68,0.09,53.16,0.15523854599529305
1751025218.6425402,33.4306093,-111.9289282,3.2491000171661377,30.70,8.67,-0.08,211.1,119.0,8.58,-29.59,0.15,53.13,0.08873596546127185
1751025219.6424232,33.4306099,-111.9289296,3.2591000076293946,30.72,8.66,-0.08,206.2,119.0,8.58,-29.50,0.10,52.99,0.08660031344695164
1751025220.644289,33.4306104,-111.9289308,3.2670999046325684,30.73,8.66,-0.08,164.0,119.0,8.58,-29.55,0.10,52.99,0.06850910505843602
1751025221.6426036,33.430611,-111.928932,3.2630999561309815,30.74,8.66,-0.08,161.1,119.0,8.58,-29.50,0.13,53.24,0.06725500946322938
1751025222.643415,33.4306118,-111.9289334,3.2721000190734864,30.75,8.66,-0.08,251.0,118.9,8.58,-29.49,0.09,53.24,0.10578059157992074
1751025223.6426687,33.4306128,-111.9289348,3.2711000915527344,30.76,8.66,-0.08,114.4,118.9,8.58,-29.27,0.15,53.03,0.04725097432785924
1751025224.6536312,33.430614,-111.9289364,3.2600999351501465,30.71,8.66,-0.08,127.6,118.9,8.58,-29.25,0.12,53.00,0.05295167193816125
1751025225.645666,33.4306154,-111.9289379,3.2681000705718994,30.71,8.67,-0.08,24.8,118.9,8.59,-29.38,0.14,53.20,0.008852491827771572
1751025226.6457844,33.4306171,-111.9289396,3.2760999675750733,30.67,8.66,-0.08,21.0,118.9,8.59,-29.33,0.16,53.24,0.007262437667034201
1751025227.6442313,33.4306191,-111.9289414,3.2741001125335694,30.69,8.66,-0.08,7.9,118.9,8.59,-29.72,0.18,53.01,0.0019730979179269437
1751025228.6436536,33.4306206,-111.9289428,3.2781000610351563,30.71,8.66,-0.07,8.3,118.9,8.58,-29.65,0.19,52.96,0.002123157266420557
1751025229.6529996,33.4306222,-111.9289444,3.294100093460083,30.71,8.66,-0.07,74.5,118.9,8.58,-29.37,0.10,53.03,0.030171129247489888
